//2881个直播源20240108整理
🇨🇳央视频道,#genre#
CCTV9,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://111.59.63.32:9901/tsfile/live/1016_1.m3u8
CCTV9,http://222.71.90.218:8888/newlive/live/hls/10/live.m3u8
CCTV10,http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV10,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV11,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV11,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8?
CCTV12,http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV12,http://111.59.63.32:9901/tsfile/live/1019_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8
CCTV15,http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://111.59.63.32:9901/tsfile/live/1022_1.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV15,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8 
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8? 
CCTV16,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD 
CCTV17,http://111.59.63.32:9901/tsfile/live/1023_1.m3u8
CCTV4K超高清,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K


CCTV1,HD,http://39.134.65.175/PLTV/88888888/224/3221225816/index.m3u8
CCTV3,HD,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8
CCTV5+,HD,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,HD,http://39.134.65.175/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,HD,http://39.134.65.175/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,HD,http://39.134.65.175/PLTV/88888888/224/3221225795/index.m3u8
CCTV9 HD,http://39.134.65.175/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,HD,http://39.134.65.175/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,HD,http://39.134.65.175/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,HD,http://39.134.65.175/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,HD,http://39.134.65.175/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,HD,http://39.134.65.175/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,HD,http://39.134.65.175/PLTV/88888888/224/3221225513/index.m3u8

CCTV1,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8#http://a.xttv.top/xttv/27f43e697655f4d44c62d7f4d32fcctv.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv1gq-h264.m3u8#http://183.196.25.171:808/hls/1/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226736/1.m3u8#http://60.255.120.30:89/live2/live2.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226737/1.m3u8#http://111.59.63.32:9901/tsfile/live/1008_1.m3u8#http://tvpull.dxhmt.cn/tv/11481-4.m3u8#http://221.213.43.82:8888/newlive/live/hls/2/live.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8#http://cm.wshls.homecdn.com/live/11ef4.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226397/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8#http://111.20.40.173/PLTV/88888893/224/3221226397/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv3gq-h264.m3u8#http://183.196.25.171:808/hls/75/index.m3u8#http://111.59.63.32:9901/tsfile/live/1010_1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8#http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8#http://cm.wshls.homecdn.com/live/11ee8.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226393/index.m3u8#http://111.20.40.173/PLTV/88888893/224/3221226393/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8#http://183.196.25.171:808/hls/76/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8#http://111.59.63.32:9901/tsfile/live/1013_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/8/live.m3u8#http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8#http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8#http://183.196.25.171:808/hls/7/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8#http://111.59.63.32:9901/tsfile/live/1014_1.m3u8#http://119.164.216.162:9901/tsfile/live/1000_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://cm.wshls.homecdn.com/live/11ee0.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226391/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226391/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8#http://111.20.40.173/PLTV/88888893/224/3221226391/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv8gq-h264.m3u8#http://183.196.25.171:808/hls/77/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8#http://111.59.63.32:9901/tsfile/live/1015_1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctvjlgq-h264.m3u8#http://183.196.25.171:808/hls/9/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8#http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8#http://111.59.63.32:9901/tsfile/live/1016_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#http://cm.wshls.homecdn.com/live/11ed8.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8#http://183.196.25.171:808/hls/10/index.m3u8#http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8#http://111.59.63.32:9901/tsfile/live/1017_1.m3u8#http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV11,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8#http://183.196.25.171:808/hls/11/index.m3u8#http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8#http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV12,http://hls.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8#http://183.196.25.171:808/hls/12/index.m3u8#http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8#http://111.59.63.32:9901/tsfile/live/1019_1.m3u8
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8#http://183.196.25.171:808/hls/13/index.m3u8#http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8#http://111.59.63.32:9901/tsfile/live/1020_1.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8#http://183.196.25.171:808/hls/14/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226645/1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8#http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8#http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8#http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://hls.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8#http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8#http://183.196.25.171:808/hls/15/index.m3u8#http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8#http://111.59.63.32:9901/tsfile/live/1022_1.m3u8#http://1.195.111.251:11190/tsfile/live/0015_1.m3u8


CGTN,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
书画频道,http://211.103.180.178:8234/live_hls/hdmi.m3u8
中央新影_老故事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?


CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8#http://111.20.40.160/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.168/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.169/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.170/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.171/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226395/index.m3u8#http://111.20.40.173/PLTV/88888893/224/3221226395/index.m3u8#http://183.196.25.171:808/hls/78/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8#http://221.213.43.82:8888/newlive/live/hls/6/live.m3u8#http://111.59.63.32:9901/tsfile/live/1012_1.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8#http://183.196.25.171:808/hls/61/index.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8#http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8#http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228277/index.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8#http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226921/index.m3u8#http://111.20.40.168/PLTV/88888893/224/3221226921/index.m3u8#http://111.20.40.169/PLTV/88888893/224/3221226921/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV2,http://183.196.25.171:808/hls/2/index.m3u8#http://111.59.63.32:9901/tsfile/live/1009_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/3/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8#http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV17,http://183.196.25.171:808/hls/93/index.m3u8#http://111.59.63.32:9901/tsfile/live/1023_1.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8
CCTV4,http://111.20.40.160/PLTV/88888893/224/3221226191/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226191/index.m3u8#http://111.20.40.173/PLTV/88888893/224/3221226191/index.m3u8#http://183.196.25.171:808/hls/4/index.m3u8#http://111.59.63.32:9901/tsfile/live/1011_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/5/live.m3u8#http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV电视指南,http://111.20.40.160/PLTV/88888893/224/3221226987/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226987/index.m3u8
CCTV风云音乐,http://111.20.40.160/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226953/index.m3u8
CCTV第一剧场,http://111.20.40.160/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.170/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.171/PLTV/88888893/224/3221226959/index.m3u8
CCTV风云剧场,http://111.20.40.160/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226950/index.m3u8
CCTV怀旧剧场,http://111.20.40.160/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.170/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.171/PLTV/88888893/224/3221226972/index.m3u8
CCTV世界地理,http://111.20.40.160/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.170/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.171/PLTV/88888893/224/3221226947/index.m3u8
CCTV兵器科技,http://111.20.40.160/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.170/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.171/PLTV/88888893/224/3221226975/index.m3u8
CCTV中央文化精品,http://111.20.40.160/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226981/index.m3u8

CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://111.225.92.130:8800/hls/1/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
